stationcode,name,arrdt,lat,lon,ts_hour,bikes_mean,bikes_median,docks_mean
23101,Grande Rue - Europe,Sèvres,48.8218104687602,2.205879874527455,2025-08-20 15:00:00+00:00,6.0,6.0,19.0
23102,Hôtel de Ville de Sèvres,Sèvres,48.824363561289,2.2131047397852,2025-08-20 15:00:00+00:00,11.0,11.0,19.0
23104,Quai de Sèvres - Manufacture Nationale,Sèvres,48.828688,2.22499,2025-08-20 15:00:00+00:00,27.0,27.0,1.0
23105,Sèvres Rive Gauche,Sèvres,48.821443218278,2.2150785306885,2025-08-20 15:00:00+00:00,3.0,3.0,30.0
23106,Pavé des Gardes - Charles Vaillant,Sèvres,48.81168551728,2.2111820107205,2025-08-20 15:00:00+00:00,0.0,0.0,20.0
23107,Gare de Sèvres - Ville d'Avray,Sèvres,48.826262366227,2.2001516849313,2025-08-20 15:00:00+00:00,0.0,0.0,22.0
23201,Avenir,Châtillon,48.8103438,2.3003776,2025-08-20 15:00:00+00:00,3.0,3.0,40.0
23202,Henri Barbusse - Gabriel Péri,Châtillon,48.801773795836,2.2874166362216,2025-08-20 15:00:00+00:00,2.0,2.0,14.0
23203,Division Leclerc - Kléber,Châtillon,48.798666226364,2.2833752789972,2025-08-20 15:00:00+00:00,2.0,2.0,23.0
23204,Roland Garros - Jean Bouin,Châtillon,48.809460857173,2.2853198638301,2025-08-20 15:00:00+00:00,4.0,4.0,22.0
23205,Parc des Pierrettes,Châtillon,48.7973062,2.2909969,2025-08-20 15:00:00+00:00,1.0,1.0,22.0
23206,Béranger - Félix Faure,Châtillon,48.80404828621485,2.284826337372344,2025-08-20 15:00:00+00:00,1.0,1.0,27.0
23301,Les Blagis,Sceaux,48.785205,2.302526,2025-08-20 15:00:00+00:00,21.0,21.0,5.0
23303,Gare de Robinson,Sceaux,48.7799259211605,2.281828634440899,2025-08-20 15:00:00+00:00,5.0,5.0,24.0
23304,Mairie de Sceaux,Sceaux,48.778916905132,2.2887361764861,2025-08-20 15:00:00+00:00,12.0,12.0,17.0
23403,Chateau,Bourg-la-Reine,48.774661399959,2.3135878035462,2025-08-20 15:00:00+00:00,4.0,4.0,16.0
23701,Parvis Robert Schuman - Roger Salengro,Chaville,48.812657470558754,2.1921751275658607,2025-08-20 15:00:00+00:00,8.0,8.0,16.0
23702,Hôtel de Ville de Chaville,Chaville,48.80887149094033,2.188134044408798,2025-08-20 15:00:00+00:00,13.0,13.0,7.0
23703,Gare de Chaville Rive Gauche,Chaville,48.805160304345,2.188277207315,2025-08-20 15:00:00+00:00,4.0,4.0,13.0
23801,Place de la Gare,Garches,48.838513582184,2.1866139007512,2025-08-20 15:00:00+00:00,3.0,3.0,16.0
23802,Raymond Poincaré - Allée de la Marche,Garches,48.838634069623,2.1724102640451,2025-08-20 15:00:00+00:00,3.0,3.0,20.0
23803,Sydney Bechet - Jacques Gautier,Garches,48.844373437692,2.1882475733068,2025-08-20 15:00:00+00:00,5.0,5.0,15.0
23902,Gallieni - Lycée Charles Petitet,Villeneuve-la-Garenne,48.927640283627,2.3308986340524,2025-08-20 15:00:00+00:00,10.0,10.0,32.0
23903,Stade Gaston Bouillant,Villeneuve-la-Garenne,48.939958667023,2.3279571813836,2025-08-20 15:00:00+00:00,4.0,4.0,24.0
24001,Arche - Léonard de Vinci,Courbevoie,48.89790972494496,2.2383723043644914,2025-08-20 15:00:00+00:00,8.0,8.0,20.0
24002,Gare de Courbevoie,Courbevoie,48.8993867,2.2506506,2025-08-20 15:00:00+00:00,28.0,28.0,6.0
24005,Edith Cavell - Volta,Courbevoie,48.901616564286975,2.269354350864887,2025-08-20 15:00:00+00:00,5.0,5.0,27.0
24006,Adolphe Lalyre - Armand Silvestre,Courbevoie,48.90406266961591,2.273416221141815,2025-08-20 15:00:00+00:00,5.0,5.0,34.0
24007,Jean-Baptiste Charcot - Sainte-Geneviève,Courbevoie,48.90310883721567,2.278892956674099,2025-08-20 15:00:00+00:00,6.0,6.0,14.0
24010,Charles de Gaulle - Rue de l'Alma,Courbevoie,48.896620592993,2.252313240191,2025-08-20 15:00:00+00:00,20.0,20.0,8.0
24101,Place Charles de Gaulle,Ville-d'Avray,48.826073335699,2.1894485725692,2025-08-20 15:00:00+00:00,4.0,4.0,20.0
25001,Colmar - Victor Hugo,Rueil-Malmaison,48.88652251096166,2.173960916697979,2025-08-20 15:00:00+00:00,24.0,24.0,8.0
25002,Hôtel de Ville de Rueil-Malmaison,Rueil-Malmaison,48.878194,2.181724,2025-08-20 15:00:00+00:00,18.0,18.0,2.0
25003,Henri Ste-Claire Déville - Paul Héroult,Rueil-Malmaison,48.892663,2.172411,2025-08-20 15:00:00+00:00,19.0,19.0,4.0
25004,Marcel Pourtout - Édouard Manet,Rueil-Malmaison,48.87555620763429,2.165596783161164,2025-08-20 15:00:00+00:00,18.0,18.0,6.0
25005,18 juin 1940 - Buzenval,Rueil-Malmaison,48.868807,2.185428,2025-08-20 15:00:00+00:00,2.0,2.0,23.0
25006,Place Nelson Mandela,Rueil-Malmaison,48.862453313908,2.1961666225454,2025-08-20 15:00:00+00:00,5.0,5.0,17.0
25007,Bons Raisins - Voltaire,Rueil-Malmaison,48.87282451461399,2.1947155570850896,2025-08-20 15:00:00+00:00,8.0,8.0,15.0
25008,Place du 8 Mai 1945,Rueil-Malmaison,48.871552174017,2.2025031970585,2025-08-20 15:00:00+00:00,1.0,1.0,17.0
25009,Place des Arts - Jean Mermoz,Rueil-Malmaison,48.880391139734,2.1832160452221,2025-08-20 15:00:00+00:00,19.0,19.0,1.0
25010,Maréchal Leclerc de Hauteclocque - Marché Buzenval,Rueil-Malmaison,48.858446,2.192077,2025-08-20 15:00:00+00:00,3.0,3.0,25.0
26001,Gare d'Asnières sur Seine,Asnières-sur-Seine,48.90636459217474,2.283506691455841,2025-08-20 15:00:00+00:00,13.0,13.0,10.0
26002,Redoute - Les Courtilles,Asnières-sur-Seine,48.929867194519,2.2836696356535,2025-08-20 15:00:00+00:00,7.0,7.0,33.0
26003,Argenteuil - Voltaire,Asnières-sur-Seine,48.918648659556,2.281411215663,2025-08-20 15:00:00+00:00,3.0,3.0,13.0
26004,Gare RER les Grésillons,Asnières-sur-Seine,48.91989863357277,2.31458459136273,2025-08-20 15:00:00+00:00,1.0,1.0,21.0
26005,Hôtel de Ville d'Asnières sur Seine,Asnières-sur-Seine,48.90999330025577,2.288238108158112,2025-08-20 15:00:00+00:00,8.0,8.0,20.0
26006,Bas - Gabriel Péri,Asnières-sur-Seine,48.91585580539625,2.2948095202445984,2025-08-20 15:00:00+00:00,5.0,5.0,25.0
26007,Square Gilbert Thomain,Asnières-sur-Seine,48.90717373809284,2.2695400938391685,2025-08-20 15:00:00+00:00,8.0,8.0,11.0
26008,Henri Barbusse - Bourguignons,Asnières-sur-Seine,48.91301722799713,2.2734212270774417,2025-08-20 15:00:00+00:00,14.0,14.0,18.0
26009,Marceau Delorme - Pierre Brossolette,Asnières-sur-Seine,48.91206062860357,2.295897423568745,2025-08-20 15:00:00+00:00,2.0,2.0,26.0
26010,Louis Armand - Bernard Palissy,Asnières-sur-Seine,48.916974,2.313384,2025-08-20 15:00:00+00:00,1.0,1.0,20.0
26011,Ménil - Argenteuil,Asnières-sur-Seine,48.925901818305,2.2741496502338,2025-08-20 15:00:00+00:00,5.0,5.0,14.0
26012,Jardin Modèle - Pierre Boudou,Asnières-sur-Seine,48.914866710946,2.3057010525935,2025-08-20 15:00:00+00:00,6.0,6.0,12.0
26013,Quai du docteur Dervaux,Asnières-sur-Seine,48.910482,2.297998,2025-08-20 15:00:00+00:00,1.0,1.0,24.0
27001,Square Victor Basch,Colombes,48.914304862261,2.2289156913757,2025-08-20 15:00:00+00:00,11.0,11.0,9.0
27002,Parc Pierre Lagravère,Colombes,48.92650488131725,2.239069678491417,2025-08-20 15:00:00+00:00,13.0,13.0,15.0
27004,Gare de la Garenne-Colombes,Colombes,48.909752,2.239145,2025-08-20 15:00:00+00:00,9.0,9.0,19.0
27005,Gare du Stade,Colombes,48.9312676,2.2603778,2025-08-20 15:00:00+00:00,9.0,9.0,10.0
27006,Victor Hugo - Gare,Colombes,48.923133952658,2.2600970417261,2025-08-20 15:00:00+00:00,17.0,17.0,4.0
27008,Labouret - Saint-Denis,Colombes,48.924066621513,2.2539156570765,2025-08-20 15:00:00+00:00,7.0,7.0,15.0
28001,Richard Wallace - Place du 8 Mai 1945,Puteaux,48.87866794788021,2.2420343756675725,2025-08-20 15:00:00+00:00,21.0,21.0,7.0
28002,De Gaulle - Moulin,Puteaux,48.885816808239,2.229607694148,2025-08-20 15:00:00+00:00,0.0,0.0,1.0
28005,Jean Jaurès - Paul Lafargue,Puteaux,48.884933177666,2.2484488785267,2025-08-20 15:00:00+00:00,15.0,15.0,13.0
30002,Jean Rostand - Paul Vaillant Couturier,Bobigny,48.908168131015,2.4530601033354,2025-08-20 15:00:00+00:00,28.0,28.0,11.0
30003,Moscou - Edouard Vaillant,Bobigny,48.90755810177,2.4689837335263,2025-08-20 15:00:00+00:00,18.0,18.0,11.0
30004,Jean Jaurès - Place de la Libération,Bobigny,48.90617751921,2.4391458057475,2025-08-20 15:00:00+00:00,18.0,18.0,11.0
30005,Convention - Campus de Bobigny,Bobigny,48.914920058264,2.4172238067445,2025-08-20 15:00:00+00:00,5.0,5.0,26.0
31001,Lagny - Auguste Blanqui,Montreuil,48.84922568052601,2.4218603968620305,2025-08-20 15:00:00+00:00,11.0,11.0,16.0
31003,Paris - Emile Zola,Montreuil,48.854898095789295,2.4186685681343083,2025-08-20 15:00:00+00:00,2.0,2.0,28.0
31005,Square Denise Buisson,Montreuil,48.8562322730982,2.426436245441437,2025-08-20 15:00:00+00:00,10.0,10.0,34.0
31007,Paris - Désiré Préaux,Montreuil,48.85742876694898,2.4323049187660217,2025-08-20 15:00:00+00:00,17.0,17.0,32.0
31009,Place Du Général De Gaulle,Montreuil,48.8687591,2.4329931,2025-08-20 15:00:00+00:00,1.0,1.0,25.0
31010,Stalingrad - Désiré Chevalier,Montreuil,48.85670169739857,2.445072233676911,2025-08-20 15:00:00+00:00,7.0,7.0,35.0
31012,Place Carnot,Montreuil,48.85593932186797,2.441531717777252,2025-08-20 15:00:00+00:00,6.0,6.0,18.0
31013,Centenaire - Sorins,Montreuil,48.85853523359734,2.427350878715516,2025-08-20 15:00:00+00:00,20.0,20.0,24.0
31016,Lucie Aubrac - Franklin,Montreuil,48.86223916006812,2.4435862898826604,2025-08-20 15:00:00+00:00,3.0,3.0,32.0
31017,Jean Moulin - Paul Doumer,Montreuil,48.8622179854695,2.45533436536789,2025-08-20 15:00:00+00:00,5.0,5.0,15.0
31018,Gambetta - Michelet,Montreuil,48.85273792380526,2.429966032505036,2025-08-20 15:00:00+00:00,2.0,2.0,31.0
31019,Vincennes - Douy-Delcupe,Montreuil,48.85493692155721,2.436049282550812,2025-08-20 15:00:00+00:00,5.0,5.0,33.0
31020,Résistance - Parmentier,Montreuil,48.85965138131299,2.436705082654953,2025-08-20 15:00:00+00:00,5.0,5.0,29.0
31021,Résistance - Hoche,Montreuil,48.86427342374196,2.435784414410591,2025-08-20 15:00:00+00:00,2.0,2.0,27.0
31022,Mairie de Montreuil,Montreuil,48.86131452758348,2.440614402294159,2025-08-20 15:00:00+00:00,5.0,5.0,46.0
31023,Place François Mitterand,Montreuil,48.86492782016328,2.442958317697048,2025-08-20 15:00:00+00:00,1.0,1.0,33.0
31024,Romainville - Vaillant-Couturier,Montreuil,48.86785,2.446748,2025-08-20 15:00:00+00:00,5.0,5.0,33.0
31025,Paul Signac - Aristide Briand,Montreuil,48.86950262156371,2.4502260982990265,2025-08-20 15:00:00+00:00,1.0,1.0,34.0
31026,Demi-Lune - Aristide Briand,Montreuil,48.87626381919953,2.4562818557024,2025-08-20 15:00:00+00:00,3.0,3.0,16.0
31028,Raspail Barbès,Montreuil,48.8529945,2.4247387,2025-08-20 15:00:00+00:00,17.0,17.0,10.0
31101,Jules Guesde - Laennec,Rosny-sous-Bois,48.87628983900398,2.5006942078471184,2025-08-20 15:00:00+00:00,4.0,4.0,15.0
31102,Boissière - Etienne Dolet,Montreuil,48.876111,2.4677312,2025-08-20 15:00:00+00:00,5.0,5.0,16.0
31103,Gare Rosny-Bois-Perrier,Rosny-sous-Bois,48.88115023337061,2.480436824262142,2025-08-20 15:00:00+00:00,17.0,17.0,18.0
31104,Mairie de Rosny-sous-Bois,Rosny-sous-Bois,48.871256519012,2.4865807592869,2025-08-20 15:00:00+00:00,22.0,22.0,8.0
31105,Lavoisier - Missak Manouchian,Rosny-sous-Bois,48.86286468896063,2.495676465332508,2025-08-20 15:00:00+00:00,11.0,11.0,7.0
31201,Suzanne Masson,La Courneuve,48.923306888013,2.3847292397611,2025-08-20 15:00:00+00:00,22.0,22.0,14.0
31202,Gabriel Péri - Jules Ferry,La Courneuve,48.926182814311,2.3912295762525,2025-08-20 15:00:00+00:00,22.0,22.0,3.0
31203,Henri Barbusse,La Courneuve,48.932092978246,2.3982878482409,2025-08-20 15:00:00+00:00,0.0,0.0,0.0
31301,Gare RER,Noisy-le-Sec,48.896280181078,2.4581568985227,2025-08-20 15:00:00+00:00,18.0,18.0,11.0
31303,Simone Signoret - Paris,Noisy-le-Sec,48.90360062471287,2.465406596265139,2025-08-20 15:00:00+00:00,12.0,12.0,14.0
31701,Mairie de Bagnolet,Bagnolet,48.868421318555,2.4179587885737,2025-08-20 15:00:00+00:00,3.0,3.0,25.0
31702,Pierre et Marie Curie - Julien Grimau,Bagnolet,48.870714014863225,2.424097023904324,2025-08-20 15:00:00+00:00,0.0,0.0,17.0
31703,Sadi Carnot - François Mitterrand,Bagnolet,48.87532687671517,2.4241617321968083,2025-08-20 15:00:00+00:00,1.0,1.0,25.0
31704,Jeanne Hornet - Girardot,Bagnolet,48.87380268143215,2.427820265293122,2025-08-20 15:00:00+00:00,1.0,1.0,28.0
31705,Champeaux - Gallieni,Bagnolet,48.86445913468464,2.416177801787853,2025-08-20 15:00:00+00:00,3.0,3.0,47.0
31706,Château - République,Bagnolet,48.862923800596,2.4155035614967,2025-08-20 15:00:00+00:00,7.0,7.0,19.0
31707,Edouard Vaillant - Galliéni,Bagnolet,48.858462881661,2.4147954583168,2025-08-20 15:00:00+00:00,7.0,7.0,42.0
31708,Noisy le Sec - Jean-Baptiste Clément,Bagnolet,48.874515389637,2.4152836203575,2025-08-20 15:00:00+00:00,3.0,3.0,18.0
31709,Place de la Fraternité,Montreuil,48.85716405838368,2.422847449779511,2025-08-20 15:00:00+00:00,1.0,1.0,21.0
32001,Proudhon - Président Wilson,Saint-Denis,48.906442763495,2.3584905266762,2025-08-20 15:00:00+00:00,20.0,20.0,10.0
32003,Wilson - Métallurgie,Saint-Denis,48.909423010092326,2.3584435880184174,2025-08-20 15:00:00+00:00,27.0,27.0,1.0
32004,Wilson - Landy,Saint-Denis,48.91516726221354,2.357633225619793,2025-08-20 15:00:00+00:00,21.0,21.0,19.0
32010,Place aux Étoiles,Saint-Denis,48.91835629408464,2.3523425683379173,2025-08-20 15:00:00+00:00,8.0,8.0,32.0
32011,Stade de France - Francis de Pressensé,Saint-Denis,48.919141953558,2.3620655760169,2025-08-20 15:00:00+00:00,9.0,9.0,34.0
32012,Carrefour Pleyel,Saint-Denis,48.92034156960326,2.3438543826341625,2025-08-20 15:00:00+00:00,18.0,18.0,49.0
32013,Saint-Denis - Université,Saint-Denis,48.94563430946964,2.3638297989964485,2025-08-20 15:00:00+00:00,17.0,17.0,7.0
32014,Place du Cornillon - Stade de France,Saint-Denis,48.92540695835961,2.3644426837563515,2025-08-20 15:00:00+00:00,19.0,19.0,15.0
32015,Gare RER de Saint-Denis,Saint-Denis,48.93554324248177,2.3471488058567047,2025-08-20 15:00:00+00:00,9.0,9.0,30.0
32016,Place de la Porte de Paris,Saint-Denis,48.93009363207303,2.356403768062592,2025-08-20 15:00:00+00:00,8.0,8.0,31.0
32017,Basilique,Saint-Denis,48.93626891059109,2.3588666820200914,2025-08-20 15:00:00+00:00,7.0,7.0,12.0
32018,Franciade - Gabriel Péri,Saint-Denis,48.93261499331498,2.355954498052597,2025-08-20 15:00:00+00:00,7.0,7.0,19.0
32019,Place du 8 mai 1945.,Saint-Denis,48.938882272105,2.3566243797541,2025-08-20 15:00:00+00:00,9.0,9.0,20.0
32020,Jules Guesdes - Carnot,Saint-Denis,48.93828169931872,2.3508992046117783,2025-08-20 15:00:00+00:00,0.0,0.0,16.0
32021,Place du Front Populaire - George Sand,Saint-Denis,48.90680713698062,2.364541214992642,2025-08-20 15:00:00+00:00,10.0,10.0,54.0
32023,Guy Môquet - Jean Moulin,Saint-Denis,48.94093152102084,2.363948999931771,2025-08-20 15:00:00+00:00,16.0,16.0,14.0
32024,Port - Confluence,Saint-Denis,48.936093926526,2.3436167797955,2025-08-20 15:00:00+00:00,10.0,10.0,15.0
32026,Leroy des Barres - Médiathèque,Saint-Denis,48.928253687082,2.3681719727966,2025-08-20 15:00:00+00:00,18.0,18.0,8.0
32301,Mairie de Romainville,Romainville,48.885109,2.435679,2025-08-20 15:00:00+00:00,6.0,6.0,11.0
32302,Chemin Vert - Fraternité,Romainville,48.87714120835904,2.4461565166711807,2025-08-20 15:00:00+00:00,6.0,6.0,14.0
32305,Saint-Germain - Verdun,Romainville,48.882877330093,2.4331868384644,2025-08-20 15:00:00+00:00,1.0,1.0,29.0
32306,Verdun - Carnot,Romainville,48.883814948134,2.4402657783125,2025-08-20 15:00:00+00:00,0.0,0.0,28.0
32308,Gaston Roussel - Commune de Paris,Romainville,48.894440646006,2.4323074841326,2025-08-20 15:00:00+00:00,0.0,0.0,1.0
32601,Porte des Lilas - Faidherbe,Les Lilas,48.87861855668978,2.412032783031464,2025-08-20 15:00:00+00:00,4.0,4.0,35.0
32603,Calmette,Les Lilas,48.88104925098552,2.424993216991425,2025-08-20 15:00:00+00:00,4.0,4.0,28.0
32604,Square du Théâtre du Garde-Chasse,Les Lilas,48.881287375060616,2.420119643211365,2025-08-20 15:00:00+00:00,2.0,2.0,48.0
32605,Mairie,Les Lilas,48.87914304162,2.4163350908311,2025-08-20 15:00:00+00:00,2.0,2.0,18.0
33001,Victor Hugo - Magasins Généraux,Aubervilliers,48.90328140112676,2.368072383105755,2025-08-20 15:00:00+00:00,9.0,9.0,25.0
33003,Bordier - Félix Faure,Aubervilliers,48.90390751882016,2.3830059170722966,2025-08-20 15:00:00+00:00,6.0,6.0,42.0
33005,République - Henri Barbusse,Aubervilliers,48.90661553626751,2.389432489871979,2025-08-20 15:00:00+00:00,17.0,17.0,14.0
33006,André Karman - République,Aubervilliers,48.91039875761846,2.3851355910301213,2025-08-20 15:00:00+00:00,11.0,11.0,20.0
33009,Félix Faure - Sadi Carnot,Aubervilliers,48.90812110228388,2.378623187541962,2025-08-20 15:00:00+00:00,9.0,9.0,24.0
33012,Landy - Heurtault,Aubervilliers,48.91509653452032,2.375951372087002,2025-08-20 15:00:00+00:00,25.0,25.0,5.0
33014,Parc Eli Lotar,Aubervilliers,48.91844993053703,2.3727085813879967,2025-08-20 15:00:00+00:00,3.0,3.0,17.0
33015,Charles Tillon - Cimetière Communal,Aubervilliers,48.91844023641836,2.3935630917549138,2025-08-20 15:00:00+00:00,24.0,24.0,6.0
33016,Fort d'Aubervilliers,Aubervilliers,48.91502382370325,2.4035281687974925,2025-08-20 15:00:00+00:00,11.0,11.0,11.0
33017,Anatole France - President Roosevelt,Aubervilliers,48.9155156,2.3814103,2025-08-20 15:00:00+00:00,22.0,22.0,5.0
33018,Edouard Poisson - Victor Hugo,Aubervilliers,48.91118557052621,2.379864752692811,2025-08-20 15:00:00+00:00,11.0,11.0,19.0
33019,Madeleine Vionnet,Aubervilliers,48.902519074064,2.3740895837545,2025-08-20 15:00:00+00:00,2.0,2.0,32.0
33020,Waldeck Rochet - Germaine Tillon,Aubervilliers,48.91105960199651,2.3676301538944244,2025-08-20 15:00:00+00:00,15.0,15.0,16.0
33102,Gabriel Péri - Francisco Ferrer,Le Pré-Saint-Gervais,48.88633710236977,2.407338917255402,2025-08-20 15:00:00+00:00,7.0,7.0,11.0
33103,Jean Jaurès - Jules Jacquemin,Le Pré-Saint-Gervais,48.88433053604843,2.4082902455152104,2025-08-20 15:00:00+00:00,1.0,1.0,22.0
34002,Capitaine Glarner - Gabriel Péri,Saint-Ouen-sur-Seine,48.902449900418745,2.3304807533425724,2025-08-20 15:00:00+00:00,4.0,4.0,23.0
34005,Adrien Lesesne - Docteur Bauer,Saint-Ouen-sur-Seine,48.90263867304635,2.348248063431511,2025-08-20 15:00:00+00:00,6.0,6.0,23.0
34008,Garibaldi - Gabriel Péri,Saint-Ouen-sur-Seine,48.905741911394,2.3316044208059,2025-08-20 15:00:00+00:00,9.0,9.0,20.0
34009,Dora Maar - Nadia Guendouz,Saint-Ouen-sur-Seine,48.905452421305,2.3220406472683,2025-08-20 15:00:00+00:00,23.0,23.0,5.0
34010,Hôtel de Ville de Saint-Ouen,Saint-Ouen-sur-Seine,48.911380185786,2.3340076807601,2025-08-20 15:00:00+00:00,30.0,30.0,18.0
34011,Clef des Champs - Albert Dhalenne,Saint-Ouen-sur-Seine,48.914938,2.330665,2025-08-20 15:00:00+00:00,3.0,3.0,23.0
34012,Bateliers - Quai de Seine,Saint-Ouen-sur-Seine,48.915817585516,2.3239533298594,2025-08-20 15:00:00+00:00,17.0,17.0,9.0
34013,Blanqui - Docteur Bauer,Saint-Ouen-sur-Seine,48.907735489085,2.3407192814591,2025-08-20 15:00:00+00:00,11.0,11.0,17.0
34014,Michelet - Dr Bauer,Saint-Ouen-sur-Seine,48.906125424194,2.3440374449846,2025-08-20 15:00:00+00:00,2.0,2.0,29.0
35001,Jean Jaurès - Ouvrières Pivéreuses,Pantin,48.910423437526,2.3995766043663,2025-08-20 15:00:00+00:00,8.0,8.0,14.0
35002,Jean Jaurès - Presles,Pantin,48.907134414988,2.3960057280531,2025-08-20 15:00:00+00:00,4.0,4.0,26.0
35003,Gabrielle Josserand - Edouard Vaillant,Pantin,48.90271566255436,2.3933270573616032,2025-08-20 15:00:00+00:00,5.0,5.0,20.0
35004,Place du Président Salvador Allende,Pantin,48.897307310356055,2.40079153681279,2025-08-20 15:00:00+00:00,17.0,17.0,43.0
35005,Quai de l'Aisne - Général Leclerc,Pantin,48.895713,2.400571,2025-08-20 15:00:00+00:00,21.0,21.0,6.0
35006,Delizy - Louis Nadot,Pantin,48.89621284558135,2.4094578623771667,2025-08-20 15:00:00+00:00,1.0,1.0,20.0
35007,Benjamin Delessert - Jean Lolive,Pantin,48.89392043619345,2.417981922626496,2025-08-20 15:00:00+00:00,2.0,2.0,19.0
35008,Place de l'Eglise - Pantin,Pantin,48.892809461520265,2.412435114383697,2025-08-20 15:00:00+00:00,3.0,3.0,27.0
35009,Jean Lolive - Parc Stalingrad,Pantin,48.89206174403158,2.4091735482215886,2025-08-20 15:00:00+00:00,3.0,3.0,19.0
35012,Candale - Mehul,Pantin,48.8893935006175,2.414379715919495,2025-08-20 15:00:00+00:00,2.0,2.0,23.0
35013,Guillaume Tell - Parc Henri Barbusse,Pantin,48.88958925894009,2.419886291027069,2025-08-20 15:00:00+00:00,3.0,3.0,17.0
35014,Charles de Gaulle - Jean Lolive,Pantin,48.8932644350857,2.4126765131950383,2025-08-20 15:00:00+00:00,1.0,1.0,24.0
35015,Averroès - Aimé Césaire,Pantin,48.91405323432864,2.412636950612068,2025-08-20 15:00:00+00:00,10.0,10.0,9.0
35017,Toffier Decaux - Cartier Bresson,Pantin,48.90165072551549,2.401754558086396,2025-08-20 15:00:00+00:00,2.0,2.0,16.0
35018,Ancien Canal - Hélène Brion,Pantin,48.89484799296163,2.4188338592648506,2025-08-20 15:00:00+00:00,3.0,3.0,18.0
35019,Anatole France - Jean Lolive,Pantin,48.8949922,2.4253764,2025-08-20 15:00:00+00:00,7.0,7.0,19.0
35020,Marcelle - Thalie,Pantin,48.8835462,2.4137883,2025-08-20 15:00:00+00:00,3.0,3.0,17.0
35021,Cartier Bresson - Denis Papin,Pantin,48.902616,2.397814,2025-08-20 15:00:00+00:00,5.0,5.0,26.0
40001,Hôpital Mondor,Créteil,48.798922410229,2.4537451531298,2025-08-20 15:00:00+00:00,14.0,14.0,14.0
40002,Bleuets - Bordières,Créteil,48.802117531472,2.4543687905029,2025-08-20 15:00:00+00:00,16.0,16.0,3.0
40003,Centre Hospitalier Intercommunal de Créteil,Créteil,48.797078298909,2.463801423807,2025-08-20 15:00:00+00:00,11.0,11.0,6.0
40004,Créteil Village,Créteil,48.79122395576,2.4642198533952,2025-08-20 15:00:00+00:00,10.0,10.0,15.0
40005,Conservatoire Marcel Dadi,Créteil,48.790090379157,2.4535970427243,2025-08-20 15:00:00+00:00,25.0,25.0,0.0
40007,Préfecture de Créteil,Créteil,48.783680285918,2.4544713672215,2025-08-20 15:00:00+00:00,16.0,16.0,10.0
40008,Créteil Pompadour,Créteil,48.773011623355,2.435166164893,2025-08-20 15:00:00+00:00,13.0,13.0,31.0
40009,Lycée Saint Exupéry - Juliette Savar,Créteil,48.783021513972,2.4637357216879,2025-08-20 15:00:00+00:00,8.0,8.0,22.0
40010,Haut du Mont-Mesly,Créteil,48.780191921646,2.4685737495183,2025-08-20 15:00:00+00:00,4.0,4.0,17.0
40011,Bas du Mont-Mesly,Créteil,48.779035118572,2.4609763908985,2025-08-20 15:00:00+00:00,26.0,26.0,1.0
40012,Stade de la Habette,Créteil,48.774397033806,2.4668785263921,2025-08-20 15:00:00+00:00,3.0,3.0,5.0
40013,Hôtel de Ville de Créteil,Créteil,48.77699496201,2.4552552404284,2025-08-20 15:00:00+00:00,28.0,28.0,8.0
40014,Créteil Pointe du Lac,Créteil,48.769807356177,2.4623027310281,2025-08-20 15:00:00+00:00,18.0,18.0,10.0
40015,Iles de Loisirs de Créteil,Créteil,48.780258200618,2.4455094301232,2025-08-20 15:00:00+00:00,1.0,1.0,22.0
40016,Sarrazins - Saussure,Créteil,48.769626617432,2.4717841148376,2025-08-20 15:00:00+00:00,18.0,18.0,3.0
41101,Paul Doumer - Stalingrad,Arcueil,48.806518992199,2.3368880152702,2025-08-20 15:00:00+00:00,22.0,22.0,1.0
41102,Gare de Laplace,Arcueil,48.80893199114179,2.334946095943452,2025-08-20 15:00:00+00:00,10.0,10.0,32.0
41103,Place de la vache noire,Arcueil,48.81040517059777,2.327060401439667,2025-08-20 15:00:00+00:00,6.0,6.0,15.0
41202,Gare Rer de Fontenay sous Bois,Fontenay-sous-Bois,48.8436279,2.4630465,2025-08-20 15:00:00+00:00,14.0,14.0,46.0
41203,Stalingrad - Rigollots,Fontenay-sous-Bois,48.84997403844251,2.45557576417923,2025-08-20 15:00:00+00:00,6.0,6.0,44.0
41204,République - Danton,Fontenay-sous-Bois,48.85249172181667,2.462034523487091,2025-08-20 15:00:00+00:00,2.0,2.0,18.0
41205,Maréchal Joffre - Verdun,Fontenay-sous-Bois,48.85385,2.470307,2025-08-20 15:00:00+00:00,2.0,2.0,18.0
41206,Place des Larris,Fontenay-sous-Bois,48.8568363,2.4780236,2025-08-20 15:00:00+00:00,19.0,19.0,15.0
41207,Place du Général de Gaulle,Fontenay-sous-Bois,48.8525288,2.4877332,2025-08-20 15:00:00+00:00,19.0,19.0,9.0
41208,Alouettes - Maréchal de Lattre de Tassigny,Fontenay-sous-Bois,48.85511009293948,2.4930700287222862,2025-08-20 15:00:00+00:00,15.0,15.0,6.0
41209,Cimetière de Fontenay-sous-Bois,Fontenay-sous-Bois,48.84706173362218,2.4787822365760808,2025-08-20 15:00:00+00:00,2.0,2.0,13.0
